record,comp,ele_comb,reward
"{'structure_id': 'gen_47', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0000/postprocess/input_cifs/gen_47.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0000/postprocess/input_cifs/gen_47.cif', 'raw_valid': True, 'formula': 'Tb8 Tl1', 'chemical_system': 'Tb-Tl', 'num_sites': 9, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0000/postprocess/relaxed/relaxed_cifs/gen_47_relaxed.cif', 'relaxation_success': True, 'total_energy': -39.74391174316406, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.268760961871967, 'predicted_tensor': '[[13.603074842745993, -1.2160859004525076e-05, -6.821837329100809e-05], [-1.2160859004525076e-05, 13.100654617860867, -0.000606090992590018], [-6.821837329100809e-05, -0.000606090992590018, 13.102553425009042]]', 'volume': 282.2088925698801, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.2687609618719673, 'reward_raw': 0.8177330852348219, 'reward_final': 0.817733108997345, 'gate_reason': '', 'reward_final_diversity': 0.817733108997345, 'diversity_penalty': False, 'selection_rank': 2}",Tb8Tl,"('Tb', 'Tl')",0.817733108997345
"{'structure_id': 'gen_10', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0015/postprocess/input_cifs/gen_10.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0015/postprocess/input_cifs/gen_10.cif', 'raw_valid': True, 'formula': 'Er4 Ga3 Sn1', 'chemical_system': 'Er-Ga-Sn', 'num_sites': 8, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0015/postprocess/relaxed/relaxed_cifs/gen_10_relaxed.cif', 'relaxation_success': True, 'total_energy': -36.341800689697266, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.271293050412728, 'predicted_tensor': '[[12.49236009633418, -4.394762218864114e-06, 0.0011284204716630417], [-4.394762218864114e-06, 16.062732536724447, 0.0014096896825299492], [0.0011284204716630417, 0.0014096896825299492, 11.25878651817955]]', 'volume': 193.86304189750348, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.2712930504127282, 'reward_raw': 0.8170759286604868, 'reward_final': 0.8170759081840515, 'gate_reason': '', 'reward_final_diversity': 0.8170759081840515, 'diversity_penalty': False, 'selection_rank': 5}",Er4Ga3Sn,"('Er', 'Ga', 'Sn')",0.8170759081840515
"{'structure_id': 'gen_55', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/input_cifs/gen_55.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/input_cifs/gen_55.cif', 'raw_valid': True, 'formula': 'Li1 Zn1 Hg8', 'chemical_system': 'Hg-Li-Zn', 'num_sites': 10, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/relaxed/relaxed_cifs/gen_55_relaxed.cif', 'relaxation_success': True, 'total_energy': -6.009528636932373, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 10.70546691614532, 'predicted_tensor': '[[10.670927163671761, 0.37733379642741327, 0.30968329041376647], [0.37733379642741327, 10.77198671690546, -0.21507648050382697], [0.30968329041376647, -0.21507648050382697, 10.673486867858733]]', 'volume': 253.6732834439005, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.2945330838546791, 'reward_raw': 0.8110083020203331, 'reward_final': 0.8110082745552063, 'gate_reason': '', 'reward_final_diversity': 0.8110082745552063, 'diversity_penalty': False, 'selection_rank': 3}",LiZnHg8,"('Hg', 'Li', 'Zn')",0.8110082745552063
"{'structure_id': 'gen_3', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0010/postprocess/input_cifs/gen_3.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0010/postprocess/input_cifs/gen_3.cif', 'raw_valid': True, 'formula': 'Pr2 Nd4 Sb2', 'chemical_system': 'Nd-Pr-Sb', 'num_sites': 8, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0010/postprocess/relaxed/relaxed_cifs/gen_3_relaxed.cif', 'relaxation_success': True, 'total_energy': -41.520301818847656, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.311783641777774, 'predicted_tensor': '[[13.88843188705875, 0.0009586803993070134, 0.0004991004263404359], [0.0009586803993070134, 13.030199906422963, -0.00041768464622302445], [0.0004991004263404359, -0.00041768464622302445, 13.016719131851609]]', 'volume': 269.2822484913432, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.3117836417777742, 'reward_raw': 0.8064631769074865, 'reward_final': 0.8064631819725037, 'gate_reason': '', 'reward_final_diversity': 0.8064631819725037, 'diversity_penalty': False, 'selection_rank': 5}",PrNd2Sb,"('Nd', 'Pr', 'Sb')",0.8064631819725037
"{'structure_id': 'gen_61', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0005/postprocess/input_cifs/gen_61.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0005/postprocess/input_cifs/gen_61.cif', 'raw_valid': True, 'formula': 'Li7 Pt3', 'chemical_system': 'Li-Pt', 'num_sites': 10, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0005/postprocess/relaxed/relaxed_cifs/gen_61_relaxed.cif', 'relaxation_success': True, 'total_energy': -36.34685516357422, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 10.672574149024111, 'predicted_tensor': '[[15.33041151045707, -5.374515621814622e-05, -0.002839325457377675], [-5.374515621814622e-05, 9.02411577804167, 0.004328209319571484], [-0.002839325457377675, 0.004328209319571484, 7.663195158573591]]', 'volume': 158.89402567602048, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.3274258509758887, 'reward_raw': 0.8023122371681717, 'reward_final': 0.8023122549057007, 'gate_reason': '', 'reward_final_diversity': 0.8023122549057007, 'diversity_penalty': False, 'selection_rank': 6}",Li7Pt3,"('Li', 'Pt')",0.8023122549057007
"{'structure_id': 'gen_9', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0013/postprocess/input_cifs/gen_9.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0013/postprocess/input_cifs/gen_9.cif', 'raw_valid': True, 'formula': 'Ce3 Hf1 Tl4 S8', 'chemical_system': 'Ce-Hf-S-Tl', 'num_sites': 16, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0013/postprocess/relaxed/relaxed_cifs/gen_9_relaxed.cif', 'relaxation_success': True, 'total_energy': -91.87718963623047, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 10.668040448532034, 'predicted_tensor': '[[10.929664912403904, 0.00010024212061965689, -0.005169058488886306], [0.00010024212061965689, 10.929612606222, -0.0017918147815482446], [-0.005169058488886306, -0.0017918147815482446, 10.14484382697021]]', 'volume': 446.0306808740877, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.3319595514679659, 'reward_raw': 0.8011039774054615, 'reward_final': 0.801103949546814, 'gate_reason': '', 'reward_final_diversity': 0.801103949546814, 'diversity_penalty': False, 'selection_rank': 2}",Ce3Hf(TlS2)4,"('Ce', 'Hf', 'S', 'Tl')",0.801103949546814
"{'structure_id': 'gen_4', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0012/postprocess/input_cifs/gen_4.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0012/postprocess/input_cifs/gen_4.cif', 'raw_valid': True, 'formula': 'Zr5 Tl1 H4', 'chemical_system': 'H-Tl-Zr', 'num_sites': 10, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0012/postprocess/relaxed/relaxed_cifs/gen_4_relaxed.cif', 'relaxation_success': True, 'total_energy': -61.83145523071289, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.339738881076087, 'predicted_tensor': '[[13.343627060390348, -8.350635506508418e-05, 5.9924082041754566e-05], [-8.350635506508418e-05, 13.202069289264584, -0.02622554470825266], [5.9924082041754566e-05, -0.02622554470825266, 13.473520293573342]]', 'volume': 153.77636863567682, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.3397388810760873, 'reward_raw': 0.7990254082304395, 'reward_final': 0.7990254163742065, 'gate_reason': '', 'reward_final_diversity': 0.7990254163742065, 'diversity_penalty': False, 'selection_rank': 3}",Zr5TlH4,"('H', 'Tl', 'Zr')",0.7990254163742065
"{'structure_id': 'gen_35', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0017/postprocess/input_cifs/gen_35.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0017/postprocess/input_cifs/gen_35.cif', 'raw_valid': True, 'formula': 'La2 Pr4 Ga2', 'chemical_system': 'Ga-La-Pr', 'num_sites': 8, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0017/postprocess/relaxed/relaxed_cifs/gen_35_relaxed.cif', 'relaxation_success': True, 'total_energy': -37.14173126220703, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.358176219356691, 'predicted_tensor': '[[13.716125011333311, 0.0001907210183001502, 9.677634504701992e-05], [0.0001907210183001502, 13.163426373737028, -0.000290323601539747], [9.677634504701992e-05, -0.000290323601539747, 13.194977272999747]]', 'volume': 238.3497123396665, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.3581762193566913, 'reward_raw': 0.794072644304075, 'reward_final': 0.7940726280212402, 'gate_reason': '', 'reward_final_diversity': 0.7940726280212402, 'diversity_penalty': False, 'selection_rank': 2}",LaPr2Ga,"('Ga', 'La', 'Pr')",0.7940726280212402
"{'structure_id': 'gen_36', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0017/postprocess/input_cifs/gen_36.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0017/postprocess/input_cifs/gen_36.cif', 'raw_valid': True, 'formula': 'Sr6 Al1 Ge2', 'chemical_system': 'Al-Ge-Sr', 'num_sites': 9, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0017/postprocess/relaxed/relaxed_cifs/gen_36_relaxed.cif', 'relaxation_success': True, 'total_energy': -26.167953491210938, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 10.615703507366767, 'predicted_tensor': '[[10.351039336914017, -0.00028904861335247257, -0.0002119365854576149], [-0.00028904861335247257, 10.750797467263686, -0.001112084160400186], [-0.0002119365854576149, -0.001112084160400186, 10.745273717922611]]', 'volume': 319.06669466127704, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.3842964926332328, 'reward_raw': 0.786994044892024, 'reward_final': 0.7869940400123596, 'gate_reason': '', 'reward_final_diversity': 0.7869940400123596, 'diversity_penalty': False, 'selection_rank': 3}",Sr6AlGe2,"('Al', 'Ge', 'Sr')",0.7869940400123596
"{'structure_id': 'gen_27', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0005/postprocess/input_cifs/gen_27.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0005/postprocess/input_cifs/gen_27.cif', 'raw_valid': True, 'formula': 'Ba4 Ag1 Sb2', 'chemical_system': 'Ag-Ba-Sb', 'num_sites': 7, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0005/postprocess/relaxed/relaxed_cifs/gen_27_relaxed.cif', 'relaxation_success': True, 'total_energy': -24.512426376342773, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 10.607990876132872, 'predicted_tensor': '[[10.525174430479824, 3.1172875496921486e-05, 0.0035071686578165497], [3.1172875496921486e-05, 10.523508408384453, -9.983871071398703e-06], [0.0035071686578165497, -9.983871071398703e-06, 10.775289789534336]]', 'volume': 295.92046958009905, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.392009123867128, 'reward_raw': 0.7848904107258684, 'reward_final': 0.7848904132843018, 'gate_reason': '', 'reward_final_diversity': 0.7848904132843018, 'diversity_penalty': False, 'selection_rank': 7}",Ba4AgSb2,"('Ag', 'Ba', 'Sb')",0.7848904132843018
"{'structure_id': 'gen_38', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0019/postprocess/input_cifs/gen_38.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0019/postprocess/input_cifs/gen_38.cif', 'raw_valid': True, 'formula': 'Li1 Ho1 Zr2 N4', 'chemical_system': 'Ho-Li-N-Zr', 'num_sites': 8, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0019/postprocess/relaxed/relaxed_cifs/gen_38_relaxed.cif', 'relaxation_success': True, 'total_energy': -68.74585723876953, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 10.58773749648019, 'predicted_tensor': '[[11.401496179809108, -3.03093162608132e-05, -0.0011883109184311052], [-3.03093162608132e-05, 11.510138778246827, 0.26179080060422005], [-0.0011883109184311052, 0.26179080060422005, 8.851577531384624]]', 'volume': 101.5530552695972, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.4122625035198109, 'reward_raw': 0.7793378170552606, 'reward_final': 0.7793378233909607, 'gate_reason': '', 'reward_final_diversity': 0.7793378233909607, 'diversity_penalty': False, 'selection_rank': 2}",LiHoZr2N4,"('Ho', 'Li', 'N', 'Zr')",0.7793378233909607
"{'structure_id': 'gen_41', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0007/postprocess/input_cifs/gen_41.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0007/postprocess/input_cifs/gen_41.cif', 'raw_valid': True, 'formula': 'Li2 Ga9 Cu3', 'chemical_system': 'Cu-Ga-Li', 'num_sites': 14, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0007/postprocess/relaxed/relaxed_cifs/gen_41_relaxed.cif', 'relaxation_success': True, 'total_energy': -44.73936462402344, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.418159096422258, 'predicted_tensor': '[[12.957530113033483, -0.01815999244424653, 0.011245151548693865], [-0.01815999244424653, 13.01032906419314, -0.3479510105472923], [0.011245151548693865, -0.3479510105472923, 14.286618112040147]]', 'volume': 226.0991458563465, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.418159096422258, 'reward_raw': 0.777713633539259, 'reward_final': 0.7777136564254761, 'gate_reason': '', 'reward_final_diversity': 0.7777136564254761, 'diversity_penalty': False, 'selection_rank': 4}",Li2(Ga3Cu)3,"('Cu', 'Ga', 'Li')",0.7777136564254761
"{'structure_id': 'gen_14', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0004/postprocess/input_cifs/gen_14.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0004/postprocess/input_cifs/gen_14.cif', 'raw_valid': True, 'formula': 'Na1 Cd2 Hg8', 'chemical_system': 'Cd-Hg-Na', 'num_sites': 11, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0004/postprocess/relaxed/relaxed_cifs/gen_14_relaxed.cif', 'relaxation_success': True, 'total_energy': -6.007095813751221, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 10.55122011446605, 'predicted_tensor': '[[10.607637576062142, -0.2979776868394043, -0.33354692526645857], [-0.2979776868394043, 10.522344984970022, 0.0011774294860487859], [-0.33354692526645857, 0.0011774294860487859, 10.523677782365986]]', 'volume': 297.8455173719567, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.4487798855339502, 'reward_raw': 0.7692260537656227, 'reward_final': 0.76922607421875, 'gate_reason': '', 'reward_final_diversity': 0.76922607421875, 'diversity_penalty': False, 'selection_rank': 5}",Na(CdHg4)2,"('Cd', 'Hg', 'Na')",0.76922607421875
"{'structure_id': 'gen_16', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/input_cifs/gen_16.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/input_cifs/gen_16.cif', 'raw_valid': True, 'formula': 'La6 Sm1 In1', 'chemical_system': 'In-La-Sm', 'num_sites': 8, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/relaxed/relaxed_cifs/gen_16_relaxed.cif', 'relaxation_success': True, 'total_energy': -38.10491943359375, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.47680714514508, 'predicted_tensor': '[[13.66217055581254, 3.498145360594338e-05, 0.028232680157959617], [3.498145360594338e-05, 13.358964254018336, 0.0002833251924530938], [0.028232680157959617, 0.0002833251924530938, 13.409286625604366]]', 'volume': 273.561944028739, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.4768071451450808, 'reward_raw': 0.7613821202840347, 'reward_final': 0.7613821029663086, 'gate_reason': '', 'reward_final_diversity': 0.7613821029663086, 'diversity_penalty': False, 'selection_rank': 2}",La6SmIn,"('In', 'La', 'Sm')",0.7613821029663086
"{'structure_id': 'gen_39', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0002/postprocess/input_cifs/gen_39.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0002/postprocess/input_cifs/gen_39.cif', 'raw_valid': True, 'formula': 'Pr2 Sm2 Ho6 Er2', 'chemical_system': 'Er-Ho-Pr-Sm', 'num_sites': 12, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0002/postprocess/relaxed/relaxed_cifs/gen_39_relaxed.cif', 'relaxation_success': True, 'total_energy': -55.26547622680664, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.488139369512458, 'predicted_tensor': '[[13.7033076804154, 0.0002570952685483949, 2.0419248865422785e-05], [0.0002570952685483949, 13.304422506915609, -0.02763160552167302], [2.0419248865422785e-05, -0.02763160552167302, 13.456687921206363]]', 'volume': 388.38195484325234, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.4881393695124583, 'reward_raw': 0.7581910745322084, 'reward_final': 0.7581910490989685, 'gate_reason': '', 'reward_final_diversity': 0.7581910490989685, 'diversity_penalty': False, 'selection_rank': 4}",PrSmHo3Er,"('Er', 'Ho', 'Pr', 'Sm')",0.7581910490989685
"{'structure_id': 'gen_3', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0003/postprocess/input_cifs/gen_3.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0003/postprocess/input_cifs/gen_3.cif', 'raw_valid': True, 'formula': 'La2 Tb2 Pr4 Ho4', 'chemical_system': 'Ho-La-Pr-Tb', 'num_sites': 12, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0003/postprocess/relaxed/relaxed_cifs/gen_3_relaxed.cif', 'relaxation_success': True, 'total_energy': -56.27289962768555, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.500287938191846, 'predicted_tensor': '[[13.56191647783317, -0.00013160625190756622, 0.00012884517380056012], [-0.00013160625190756622, 13.50703141391379, 0.027244634482368052], [0.00012884517380056012, 0.027244634482368052, 13.431915922828585]]', 'volume': 406.2687319341384, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.5002879381918461, 'reward_raw': 0.7547580933859117, 'reward_final': 0.7547581195831299, 'gate_reason': '', 'reward_final_diversity': 0.7547581195831299, 'diversity_penalty': False, 'selection_rank': 2}",LaTb(PrHo)2,"('Ho', 'La', 'Pr', 'Tb')",0.7547581195831299
"{'structure_id': 'gen_2', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0006/postprocess/input_cifs/gen_2.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0006/postprocess/input_cifs/gen_2.cif', 'raw_valid': True, 'formula': 'Ca2 La8 Ru2', 'chemical_system': 'Ca-La-Ru', 'num_sites': 12, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0006/postprocess/relaxed/relaxed_cifs/gen_2_relaxed.cif', 'relaxation_success': True, 'total_energy': -63.031272888183594, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 10.4843841910236, 'predicted_tensor': '[[10.651079299097933, 0.0030145094276749014, -0.006061650678453627], [0.0030145094276749014, 10.575432115089932, -0.0036219064269058256], [-0.006061650678453627, -0.0036219064269058256, 10.226641158882938]]', 'volume': 427.7266509099831, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.5156158089763991, 'reward_raw': 0.7504093584751439, 'reward_final': 0.7504093647003174, 'gate_reason': '', 'reward_final_diversity': 0.7504093647003174, 'diversity_penalty': False, 'selection_rank': 2}",CaLa4Ru,"('Ca', 'La', 'Ru')",0.7504093647003174
