record,comp,ele_comb,reward,source_loop
"{'structure_id': 'gen_12', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0015/postprocess/input_cifs/gen_12.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0015/postprocess/input_cifs/gen_12.cif', 'raw_valid': True, 'formula': 'Y4 Ho2 Er4 Tm2', 'chemical_system': 'Er-Ho-Tm-Y', 'num_sites': 12, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0015/postprocess/relaxed/relaxed_cifs/gen_12_relaxed.cif', 'relaxation_success': True, 'total_energy': -61.93538284301758, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.80224710774881, 'predicted_tensor': '[[13.013521953147334, 0.001375214760196205, -0.0007389003740660254], [0.001375214760196205, 12.630269107351696, 0.09262395646142246], [-0.0007389003740660254, 0.09262395646142246, 12.76295026274739]]', 'volume': 375.7635229942074, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.8022471077488103, 'reward_raw': 0.9227009888223288, 'reward_final': 0.922701, 'gate_reason': nan, 'reward_final_diversity': 0.922701, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 15}",Y2HoEr2Tm,"('Er', 'Ho', 'Tm', 'Y')",0.922701,15
"{'structure_id': 'gen_53', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0007/postprocess/input_cifs/gen_53.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0007/postprocess/input_cifs/gen_53.cif', 'raw_valid': True, 'formula': 'Sr4 Hg6', 'chemical_system': 'Hg-Sr', 'num_sites': 10, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0007/postprocess/relaxed/relaxed_cifs/gen_53_relaxed.cif', 'relaxation_success': True, 'total_energy': -13.296722412109375, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.116246420931466, 'predicted_tensor': '[[11.413787949620312, 0.6534913612074864, 0.4222421484638869], [0.6534913612074864, 10.639884422538541, 0.23775135718682677], [0.4222421484638869, 0.23775135718682677, 11.295066890635551]]', 'volume': 310.83044425564145, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.883753579068534, 'reward_raw': 0.9069866493325768, 'reward_final': 0.906986653804779, 'gate_reason': '', 'reward_final_diversity': 0.906986653804779, 'diversity_penalty': False, 'selection_rank': 4, 'source_loop': 7}",Sr2Hg3,"('Hg', 'Sr')",0.906986653804779,7
"{'structure_id': 'gen_27', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0009/postprocess/input_cifs/gen_27.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0009/postprocess/input_cifs/gen_27.cif', 'raw_valid': True, 'formula': 'Dy1 Lu2 Ag3', 'chemical_system': 'Ag-Dy-Lu', 'num_sites': 6, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0009/postprocess/relaxed/relaxed_cifs/gen_27_relaxed.cif', 'relaxation_success': True, 'total_energy': -24.173070907592773, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.889356312428568, 'predicted_tensor': '[[12.929443764149571, 0.012405148681912084, -0.003274267658309277], [0.012405148681912084, 12.929852577170532, -0.0022929092892222673], [-0.003274267658309277, -0.0022929092892222673, 12.8087725959656]]', 'volume': 138.98788069991625, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.8893563124285677, 'reward_raw': 0.9058610679721405, 'reward_final': 0.9058610796928406, 'gate_reason': '', 'reward_final_diversity': 0.9058610796928406, 'diversity_penalty': False, 'selection_rank': 3, 'source_loop': 9}",DyLu2Ag3,"('Ag', 'Dy', 'Lu')",0.9058610796928406,9
"{'structure_id': 'gen_45', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0020/postprocess/input_cifs/gen_45.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0020/postprocess/input_cifs/gen_45.cif', 'raw_valid': True, 'formula': 'Tb12 Ni7 Au1', 'chemical_system': 'Au-Ni-Tb', 'num_sites': 20, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0020/postprocess/relaxed/relaxed_cifs/gen_45_relaxed.cif', 'relaxation_success': True, 'total_energy': -105.90279388427734, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.919422916597291, 'predicted_tensor': '[[12.970291870675414, -0.03695290933421358, 0.06428528254115524], [-0.03695290933421358, 12.94330571568101, 0.08813709784849207], [0.06428528254115524, 0.08813709784849207, 12.844671163435457]]', 'volume': 463.9016615112983, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.9194229165972914, 'reward_raw': 0.8997239252426531, 'reward_final': 0.89972395, 'gate_reason': nan, 'reward_final_diversity': 0.89972395, 'diversity_penalty': False, 'selection_rank': 5, 'source_loop': 20}",Tb12Ni7Au,"('Au', 'Ni', 'Tb')",0.89972395,20
"{'structure_id': 'gen_59', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0001/postprocess/input_cifs/gen_59.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0001/postprocess/input_cifs/gen_59.cif', 'raw_valid': True, 'formula': 'Yb2 Ni3', 'chemical_system': 'Ni-Yb', 'num_sites': 5, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0001/postprocess/relaxed/relaxed_cifs/gen_59_relaxed.cif', 'relaxation_success': True, 'total_energy': -22.279903411865234, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.923277434541916, 'predicted_tensor': '[[14.324623686034816, 0.0002862555772689938, -0.0010802465375984512], [0.0002862555772689938, 11.441627883218914, -1.4653044014287842], [-0.0010802465375984512, -1.4653044014287842, 13.003580734372015]]', 'volume': 82.44122555102801, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.9232774345419159, 'reward_raw': 0.8989254686796564, 'reward_final': 0.8989254832267761, 'gate_reason': '', 'reward_final_diversity': 0.8989254832267761, 'diversity_penalty': False, 'selection_rank': 5, 'source_loop': 1}",Yb2Ni3,"('Ni', 'Yb')",0.8989254832267761,1
"{'structure_id': 'gen_63', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0009/postprocess/input_cifs/gen_63.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0009/postprocess/input_cifs/gen_63.cif', 'raw_valid': True, 'formula': 'Tb3 Sm6 Y9', 'chemical_system': 'Sm-Tb-Y', 'num_sites': 18, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0009/postprocess/relaxed/relaxed_cifs/gen_63_relaxed.cif', 'relaxation_success': True, 'total_energy': -99.55878448486328, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.934007714098865, 'predicted_tensor': '[[12.856538091809918, 0.103601058806655, -0.056906047780357495], [0.103601058806655, 12.948425007509547, -0.13408458663153006], [-0.056906047780357495, -0.13408458663153006, 12.99706004297713]]', 'volume': 592.4990736864988, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.9340077140988647, 'reward_raw': 0.8966888987206127, 'reward_final': 0.8966888785362244, 'gate_reason': '', 'reward_final_diversity': 0.8966888785362244, 'diversity_penalty': False, 'selection_rank': 4, 'source_loop': 9}",TbSm2Y3,"('Sm', 'Tb', 'Y')",0.8966888785362244,9
"{'structure_id': 'gen_42', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0000/postprocess/input_cifs/gen_42.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0000/postprocess/input_cifs/gen_42.cif', 'raw_valid': True, 'formula': 'Tb2 Nd2 Y1 Al2', 'chemical_system': 'Al-Nd-Tb-Y', 'num_sites': 7, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0000/postprocess/relaxed/relaxed_cifs/gen_42_relaxed.cif', 'relaxation_success': True, 'total_energy': -34.18887710571289, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.938419763879658, 'predicted_tensor': '[[13.632211615511956, 0.00018099871527760004, 0.00011660416896092694], [0.00018099871527760004, 12.419182199444865, -0.04638339895637652], [0.00011660416896092694, -0.04638339895637652, 12.763865476682152]]', 'volume': 198.3160005046269, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.938419763879658, 'reward_raw': 0.8957634060220859, 'reward_final': 0.8957634, 'gate_reason': nan, 'reward_final_diversity': 0.8957634, 'diversity_penalty': False, 'selection_rank': 1, 'source_loop': 0}",Tb2Nd2YAl2,"('Al', 'Nd', 'Tb', 'Y')",0.8957634,0
"{'structure_id': 'gen_11', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0005/postprocess/input_cifs/gen_11.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0005/postprocess/input_cifs/gen_11.cif', 'raw_valid': True, 'formula': 'Nd1 Dy5 Y4 Sc2', 'chemical_system': 'Dy-Nd-Sc-Y', 'num_sites': 12, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0005/postprocess/relaxed/relaxed_cifs/gen_11_relaxed.cif', 'relaxation_success': True, 'total_energy': -65.87773895263672, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.947974741206204, 'predicted_tensor': '[[13.174995755026517, 0.021761442597005815, 0.022367668309013163], [0.021761442597005815, 12.534564696651358, 0.19932725017476058], [0.022367668309013163, 0.19932725017476058, 13.134363771940732]]', 'volume': 372.1957076999463, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.9479747412062043, 'reward_raw': 0.8937474717888676, 'reward_final': 0.8937474489212036, 'gate_reason': '', 'reward_final_diversity': 0.8937474489212036, 'diversity_penalty': False, 'selection_rank': 3, 'source_loop': 5}",NdDy5(Y2Sc)2,"('Dy', 'Nd', 'Sc', 'Y')",0.8937474489212036,5
"{'structure_id': 'gen_10', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0001/postprocess/input_cifs/gen_10.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0001/postprocess/input_cifs/gen_10.cif', 'raw_valid': True, 'formula': 'Na1 Ca1 Pr1 Nd1 Hg4', 'chemical_system': 'Ca-Hg-Na-Nd-Pr', 'num_sites': 8, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0001/postprocess/relaxed/relaxed_cifs/gen_10_relaxed.cif', 'relaxation_success': True, 'total_energy': -17.65472984313965, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.978261670786535, 'predicted_tensor': '[[12.966847814684263, 0.0019975936582980994, -0.0008211558078228773], [0.0019975936582980994, 12.956946780251462, -0.003918245319167805], [-0.0008211558078228773, -0.003918245319167805, 13.010990417423885]]', 'volume': 221.10306461664268, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.9782616707865355, 'reward_raw': 0.887253549352482, 'reward_final': 0.8872535228729248, 'gate_reason': '', 'reward_final_diversity': 0.8872535228729248, 'diversity_penalty': False, 'selection_rank': 6, 'source_loop': 1}",NaCaPrNdHg4,"('Ca', 'Hg', 'Na', 'Nd', 'Pr')",0.8872535228729248,1
"{'structure_id': 'gen_40', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0004/postprocess/input_cifs/gen_40.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0004/postprocess/input_cifs/gen_40.cif', 'raw_valid': True, 'formula': 'Li2 Cd12 In3 Hg1', 'chemical_system': 'Cd-Hg-In-Li', 'num_sites': 18, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0004/postprocess/relaxed/relaxed_cifs/gen_40_relaxed.cif', 'relaxation_success': True, 'total_energy': -23.81429100036621, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.98538311607608, 'predicted_tensor': '[[12.903995395669687, -0.3891719131672962, 0.1720614559799438], [-0.3891719131672962, 12.938911852169033, 0.19764295505286517], [0.1720614559799438, 0.19764295505286517, 13.113242100389522]]', 'volume': 423.15676722624585, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.9853831160760808, 'reward_raw': 0.8857039860890867, 'reward_final': 0.885704, 'gate_reason': nan, 'reward_final_diversity': 0.885704, 'diversity_penalty': False, 'selection_rank': 3, 'source_loop': 4}",Li2Cd12In3Hg,"('Cd', 'Hg', 'In', 'Li')",0.885704,4
"{'structure_id': 'gen_10', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0010/postprocess/input_cifs/gen_10.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0010/postprocess/input_cifs/gen_10.cif', 'raw_valid': True, 'formula': 'La2 Nd1 Sm7 Y2', 'chemical_system': 'La-Nd-Sm-Y', 'num_sites': 12, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0010/postprocess/relaxed/relaxed_cifs/gen_10_relaxed.cif', 'relaxation_success': True, 'total_energy': -59.85259246826172, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.985715254025031, 'predicted_tensor': '[[13.1561046086815, -0.00015983339137700276, -3.1021711404625164e-05], [-0.00015983339137700276, 12.894344158500553, 0.10495367524840551], [-3.1021711404625164e-05, 0.10495367524840551, 12.906696994893055]]', 'volume': 410.9014127622895, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.9857152540250312, 'reward_raw': 0.8856315078488034, 'reward_final': 0.8856315, 'gate_reason': nan, 'reward_final_diversity': 0.8856315, 'diversity_penalty': False, 'selection_rank': 4, 'source_loop': 10}",La2NdSm7Y2,"('La', 'Nd', 'Sm', 'Y')",0.8856315,10
"{'structure_id': 'gen_20', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0005/postprocess/input_cifs/gen_20.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0005/postprocess/input_cifs/gen_20.cif', 'raw_valid': True, 'formula': 'Nd2 Sm1 Y2 Sc2', 'chemical_system': 'Nd-Sc-Sm-Y', 'num_sites': 7, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0005/postprocess/relaxed/relaxed_cifs/gen_20_relaxed.cif', 'relaxation_success': True, 'total_energy': -39.46270751953125, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.986340094768176, 'predicted_tensor': '[[13.081180984202415, -0.00035110086065201794, -0.0012479258869029818], [-0.00035110086065201794, 13.183489046417565, -0.09689632137044982], [-0.0012479258869029818, -0.09689632137044982, 12.69435025368455]]', 'volume': 218.0544621708189, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.9863400947681756, 'reward_raw': 0.8854951066881316, 'reward_final': 0.8854951, 'gate_reason': nan, 'reward_final_diversity': 0.8854951, 'diversity_penalty': False, 'selection_rank': 4, 'source_loop': 5}",Nd2Sm(YSc)2,"('Nd', 'Sc', 'Sm', 'Y')",0.8854951,5
"{'structure_id': 'gen_48', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0020/postprocess/input_cifs/gen_48.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0020/postprocess/input_cifs/gen_48.cif', 'raw_valid': True, 'formula': 'Na5 Tl9 Cd4', 'chemical_system': 'Cd-Na-Tl', 'num_sites': 18, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0020/postprocess/relaxed/relaxed_cifs/gen_48_relaxed.cif', 'relaxation_success': True, 'total_energy': -32.32326126098633, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.994553924236437, 'predicted_tensor': '[[13.156243133193813, -0.008668827959133242, 0.007928776449868278], [-0.008668827959133242, 13.088874694099657, 0.9029243518443869], [0.007928776449868278, 0.9029243518443869, 12.738543945415826]]', 'volume': 527.911340928652, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.9945539242364364, 'reward_raw': 0.8836959808809323, 'reward_final': 0.88369596, 'gate_reason': nan, 'reward_final_diversity': 0.88369596, 'diversity_penalty': False, 'selection_rank': 6, 'source_loop': 20}",Na5Tl9Cd4,"('Cd', 'Na', 'Tl')",0.88369596,20
"{'structure_id': 'gen_41', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0006/postprocess/input_cifs/gen_41.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0006/postprocess/input_cifs/gen_41.cif', 'raw_valid': True, 'formula': 'Pr2 Nd5 Sm2 Y2 In1', 'chemical_system': 'In-Nd-Pr-Sm-Y', 'num_sites': 12, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0006/postprocess/relaxed/relaxed_cifs/gen_41_relaxed.cif', 'relaxation_success': True, 'total_energy': -59.28409194946289, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.997273099325032, 'predicted_tensor': '[[13.110246637780847, 0.0310612126613755, 0.013819783648458284], [0.0310612126613755, 13.135930793497696, -0.03439000086739189], [0.013819783648458284, -0.03439000086739189, 12.745641866696559]]', 'volume': 401.7566464432434, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.9972730993250316, 'reward_raw': 0.8830979072124165, 'reward_final': 0.8830978870391846, 'gate_reason': '', 'reward_final_diversity': 0.8830978870391846, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 6}",Pr2Nd5Sm2Y2In,"('In', 'Nd', 'Pr', 'Sm', 'Y')",0.8830978870391846,6
"{'structure_id': 'gen_62', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0004/postprocess/input_cifs/gen_62.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0004/postprocess/input_cifs/gen_62.cif', 'raw_valid': True, 'formula': 'La2 Pr8 Sm2 Al6', 'chemical_system': 'Al-La-Pr-Sm', 'num_sites': 18, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0004/postprocess/relaxed/relaxed_cifs/gen_62_relaxed.cif', 'relaxation_success': True, 'total_energy': -84.4344482421875, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 10.974917502499196, 'predicted_tensor': '[[11.955675661903056, 0.00014764760970034237, 0.0002390694861209459], [0.00014764760970034237, 10.48426158922208, -0.001432026951937262], [0.0002390694861209459, -0.001432026951937262, 10.484815256372459]]', 'volume': 526.225170741573, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.0250824975008044, 'reward_raw': 0.8769114456905102, 'reward_final': 0.876911461353302, 'gate_reason': '', 'reward_final_diversity': 0.876911461353302, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 4}",LaPr4SmAl3,"('Al', 'La', 'Pr', 'Sm')",0.876911461353302,4
"{'structure_id': 'gen_44', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0015/postprocess/input_cifs/gen_44.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0015/postprocess/input_cifs/gen_44.cif', 'raw_valid': True, 'formula': 'Sr6 In10', 'chemical_system': 'In-Sr', 'num_sites': 16, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0015/postprocess/relaxed/relaxed_cifs/gen_44_relaxed.cif', 'relaxation_success': True, 'total_energy': -43.81575393676758, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 10.9718597333978, 'predicted_tensor': '[[10.611637512259218, 0.399164531374678, -0.0019438423701916886], [0.399164531374678, 10.780831454237532, -0.005234352923367949], [-0.0019438423701916886, -0.005234352923367949, 11.523110233696645]]', 'volume': 518.8096481098501, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.0281402666022004, 'reward_raw': 0.8762235285870066, 'reward_final': 0.8762235, 'gate_reason': nan, 'reward_final_diversity': 0.8762235, 'diversity_penalty': False, 'selection_rank': 3, 'source_loop': 15}",Sr3In5,"('In', 'Sr')",0.8762235,15
"{'structure_id': 'gen_61', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0007/postprocess/input_cifs/gen_61.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0007/postprocess/input_cifs/gen_61.cif', 'raw_valid': True, 'formula': 'Ca1 Tl1 Hg5 Pd1', 'chemical_system': 'Ca-Hg-Pd-Tl', 'num_sites': 8, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0007/postprocess/relaxed/relaxed_cifs/gen_61_relaxed.cif', 'relaxation_success': True, 'total_energy': -12.535567283630373, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.070556418120818, 'predicted_tensor': '[[13.764056166016664, 0.3506090227210539, -0.005875690645653925], [0.3506090227210539, 11.502333510107045, 0.00752438136185506], [-0.005875690645653925, 0.00752438136185506, 13.945279578238749]]', 'volume': 206.0640101156324, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.0705564181208178, 'reward_raw': 0.8665275458480971, 'reward_final': 0.86652756, 'gate_reason': nan, 'reward_final_diversity': 0.86652756, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 7}",CaTlHg5Pd,"('Ca', 'Hg', 'Pd', 'Tl')",0.86652756,7
