record,comp,ele_comb,reward,source_loop
"{'structure_id': 'gen_14', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0008/postprocess/input_cifs/gen_14.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0008/postprocess/input_cifs/gen_14.cif', 'raw_valid': True, 'formula': 'Nd6 Ho1 Tm5', 'chemical_system': 'Ho-Nd-Tm', 'num_sites': 12, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0008/postprocess/relaxed/relaxed_cifs/gen_14_relaxed.cif', 'relaxation_success': True, 'total_energy': -55.01398849487305, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 10.879293249017737, 'predicted_tensor': '[[10.856521147974384, 0.0007947646591845648, -0.031999915827632244], [0.0007947646591845648, 10.885604620715101, -0.0003407450711865924], [-0.031999915827632244, -0.0003407450711865924, 10.895753978363711]]', 'volume': 393.3654918374043, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.1207067509822632, 'reward_raw': 0.854705808644709, 'reward_final': 0.8547058, 'gate_reason': nan, 'reward_final_diversity': 0.8547058, 'diversity_penalty': False, 'selection_rank': 4, 'source_loop': 8}",Nd6HoTm5,"('Ho', 'Nd', 'Tm')",0.8547058,8
"{'structure_id': 'gen_38', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0005/postprocess/input_cifs/gen_38.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0005/postprocess/input_cifs/gen_38.cif', 'raw_valid': True, 'formula': 'La6 In1 Ge2', 'chemical_system': 'Ge-In-La', 'num_sites': 9, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0005/postprocess/relaxed/relaxed_cifs/gen_38_relaxed.cif', 'relaxation_success': True, 'total_energy': -45.939903259277344, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.122694716024888, 'predicted_tensor': '[[12.884428242668202, 0.0008137855813082313, -0.00235161819558159], [0.0008137855813082313, 13.233752999483446, 0.004700421340431163], [-0.00235161819558159, 0.004700421340431163, 13.24990290592301]]', 'volume': 289.12531524183714, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.1226947160248884, 'reward_raw': 0.8542294639170679, 'reward_final': 0.85422945, 'gate_reason': nan, 'reward_final_diversity': 0.85422945, 'diversity_penalty': False, 'selection_rank': 4, 'source_loop': 5}",La6InGe2,"('Ge', 'In', 'La')",0.85422945,5
"{'structure_id': 'gen_16', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_16.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_16.cif', 'raw_valid': True, 'formula': 'Li1 Er1 Cu1 Au1', 'chemical_system': 'Au-Cu-Er-Li', 'num_sites': 4, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/relaxed/relaxed_cifs/gen_16_relaxed.cif', 'relaxation_success': True, 'total_energy': -15.586200714111328, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.142666513753255, 'predicted_tensor': '[[13.143415077383079, -0.0070214446784318445, -0.0662254499718224], [-0.0070214446784318445, 13.125097574240828, -0.016187331592977795], [-0.0662254499718224, -0.016187331592977795, 13.15948688963585]]', 'volume': 75.18617065970363, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.1426665137532552, 'reward_raw': 0.8494120750681791, 'reward_final': 0.8494120836257935, 'gate_reason': '', 'reward_final_diversity': 0.8494120836257935, 'diversity_penalty': False, 'selection_rank': 4, 'source_loop': 15}",LiErCuAu,"('Au', 'Cu', 'Er', 'Li')",0.8494120836257935,15
"{'structure_id': 'gen_62', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0002/postprocess/input_cifs/gen_62.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0002/postprocess/input_cifs/gen_62.cif', 'raw_valid': True, 'formula': 'Ba8 Ir2 Au5', 'chemical_system': 'Au-Ba-Ir', 'num_sites': 15, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0002/postprocess/relaxed/relaxed_cifs/gen_62_relaxed.cif', 'relaxation_success': True, 'total_energy': -56.953643798828125, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 10.852274008352126, 'predicted_tensor': '[[10.832543553903104, 0.000540406581254235, 0.00023308322969276029], [0.000540406581254235, 10.832924087699531, 0.000724458144716994], [0.00023308322969276029, 0.000724458144716994, 10.891354383453749]]', 'volume': 518.7163259701446, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.1477259916478744, 'reward_raw': 0.8481825721743187, 'reward_final': 0.84818256, 'gate_reason': nan, 'reward_final_diversity': 0.84818256, 'diversity_penalty': False, 'selection_rank': 6, 'source_loop': 2}",Ba8Ir2Au5,"('Au', 'Ba', 'Ir')",0.84818256,2
"{'structure_id': 'gen_0', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_0.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_0.cif', 'raw_valid': True, 'formula': 'Tm4 Ni2 Ru2', 'chemical_system': 'Ni-Ru-Tm', 'num_sites': 8, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/relaxed/relaxed_cifs/gen_0_relaxed.cif', 'relaxation_success': True, 'total_energy': -51.46437454223633, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.148592137094084, 'predicted_tensor': '[[15.149200924938034, -0.0007534893901008611, -5.182091204045295e-05], [-0.0007534893901008611, 11.407968684026885, -0.5712309482042605], [-5.182091204045295e-05, -0.5712309482042605, 12.888606802317328]]', 'volume': 160.4358154437664, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.1485921370940844, 'reward_raw': 0.8479717247729237, 'reward_final': 0.8479717373847961, 'gate_reason': '', 'reward_final_diversity': 0.8479717373847961, 'diversity_penalty': False, 'selection_rank': 5, 'source_loop': 15}",Tm2NiRu,"('Ni', 'Ru', 'Tm')",0.8479717373847961,15
"{'structure_id': 'gen_25', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0008/postprocess/input_cifs/gen_25.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0008/postprocess/input_cifs/gen_25.cif', 'raw_valid': True, 'formula': 'Tb2 Pr1 Y2', 'chemical_system': 'Pr-Tb-Y', 'num_sites': 5, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0008/postprocess/relaxed/relaxed_cifs/gen_25_relaxed.cif', 'relaxation_success': True, 'total_energy': -26.848922729492188, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.176702929969784, 'predicted_tensor': '[[13.319376835192289, 5.32282384255256e-05, 0.00023179844131666438], [5.32282384255256e-05, 13.319250683503402, -0.000800898773436146], [0.00023179844131666438, -0.000800898773436146, 12.891481271213658]]', 'volume': 164.98384236470858, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.1767029299697835, 'reward_raw': 0.8410714004273648, 'reward_final': 0.8410714, 'gate_reason': nan, 'reward_final_diversity': 0.8410714, 'diversity_penalty': False, 'selection_rank': 5, 'source_loop': 8}",Tb2PrY2,"('Pr', 'Tb', 'Y')",0.8410714,8
"{'structure_id': 'gen_59', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_59.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_59.cif', 'raw_valid': True, 'formula': 'Tb8 Ho2', 'chemical_system': 'Ho-Tb', 'num_sites': 10, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/relaxed/relaxed_cifs/gen_59_relaxed.cif', 'relaxation_success': True, 'total_energy': -46.061405181884766, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.192719278914767, 'predicted_tensor': '[[13.183392164666188, 0.00020109603948031908, 0.001498975844291228], [0.00020109603948031908, 13.218652708753309, -0.0038881681817197955], [0.001498975844291228, -0.0038881681817197955, 13.176112963324822]]', 'volume': 319.001710816776, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.1927192789147671, 'reward_raw': 0.8370910694707779, 'reward_final': 0.8370910882949829, 'gate_reason': '', 'reward_final_diversity': 0.8370910882949829, 'diversity_penalty': False, 'selection_rank': 6, 'source_loop': 15}",Tb4Ho,"('Ho', 'Tb')",0.8370910882949829,15
"{'structure_id': 'gen_34', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/input_cifs/gen_34.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/input_cifs/gen_34.cif', 'raw_valid': True, 'formula': 'Li7 Ag12 Hg1', 'chemical_system': 'Ag-Hg-Li', 'num_sites': 20, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/relaxed/relaxed_cifs/gen_34_relaxed.cif', 'relaxation_success': True, 'total_energy': -50.47652053833008, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.195709085691531, 'predicted_tensor': '[[12.937655214399944, 0.23348637403769906, 0.33239108501488634], [0.23348637403769906, 13.609785944192604, 0.18774769656297344], [0.33239108501488634, 0.18774769656297344, 13.039686098482038]]', 'volume': 348.0279287365965, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.1957090856915311, 'reward_raw': 0.8363442007888263, 'reward_final': 0.8363442, 'gate_reason': nan, 'reward_final_diversity': 0.8363442, 'diversity_penalty': False, 'selection_rank': 3, 'source_loop': 3}",Li7Ag12Hg,"('Ag', 'Hg', 'Li')",0.8363442,3
"{'structure_id': 'gen_41', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0004/postprocess/input_cifs/gen_41.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0004/postprocess/input_cifs/gen_41.cif', 'raw_valid': True, 'formula': 'Cs1 Zn6 Au4', 'chemical_system': 'Au-Cs-Zn', 'num_sites': 11, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0004/postprocess/relaxed/relaxed_cifs/gen_41_relaxed.cif', 'relaxation_success': True, 'total_energy': -23.1618766784668, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 10.773008028680358, 'predicted_tensor': '[[10.631020354308879, -0.00044114396502494387, -0.0004822350959598749], [-0.00044114396502494387, 9.275602880060196, 0.7598565160229104], [-0.0004822350959598749, 0.7598565160229104, 12.412400851672002]]', 'volume': 233.31579765997844, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.2269919713196416, 'reward_raw': 0.8284583936961717, 'reward_final': 0.82845837, 'gate_reason': nan, 'reward_final_diversity': 0.82845837, 'diversity_penalty': False, 'selection_rank': 3, 'source_loop': 4}",Cs(Zn3Au2)2,"('Au', 'Cs', 'Zn')",0.82845837,4
"{'structure_id': 'gen_49', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0009/postprocess/input_cifs/gen_49.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0009/postprocess/input_cifs/gen_49.cif', 'raw_valid': True, 'formula': 'Sr4 Zn2 Ni2 Ge4', 'chemical_system': 'Ge-Ni-Sr-Zn', 'num_sites': 12, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0009/postprocess/relaxed/relaxed_cifs/gen_49_relaxed.cif', 'relaxation_success': True, 'total_energy': -44.5054817199707, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.247850441907062, 'predicted_tensor': '[[15.362513969645638, -0.004904223622869588, -0.003948089327571919], [-0.004904223622869588, 14.799370304956263, 0.009524057822254862], [-0.003948089327571919, 0.009524057822254862, 9.581667051119284]]', 'volume': 277.2918478638011, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.2478504419070615, 'reward_raw': 0.8231298283120096, 'reward_final': 0.82312983, 'gate_reason': nan, 'reward_final_diversity': 0.82312983, 'diversity_penalty': False, 'selection_rank': 6, 'source_loop': 9}",Sr2ZnNiGe2,"('Ge', 'Ni', 'Sr', 'Zn')",0.82312983,9
"{'structure_id': 'gen_26', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0014/postprocess/input_cifs/gen_26.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0014/postprocess/input_cifs/gen_26.cif', 'raw_valid': True, 'formula': 'La12 Sm3 In3', 'chemical_system': 'In-La-Sm', 'num_sites': 18, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0014/postprocess/relaxed/relaxed_cifs/gen_26_relaxed.cif', 'relaxation_success': True, 'total_energy': -84.50775146484375, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.254641745532131, 'predicted_tensor': '[[13.278321433923045, 0.05250049458380853, -0.06470268339724185], [0.05250049458380853, 13.15286711408913, 0.039641719093524666], [-0.06470268339724185, 0.039641719093524666, 13.332736688584232]]', 'volume': 605.9462944470711, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.2546417455321315, 'reward_raw': 0.8213830290292448, 'reward_final': 0.821382999420166, 'gate_reason': '', 'reward_final_diversity': 0.821382999420166, 'diversity_penalty': False, 'selection_rank': 7, 'source_loop': 14}",La4SmIn,"('In', 'La', 'Sm')",0.821382999420166,14
"{'structure_id': 'gen_56', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0004/postprocess/input_cifs/gen_56.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0004/postprocess/input_cifs/gen_56.cif', 'raw_valid': True, 'formula': 'K2 Cd1 In2 Ag5', 'chemical_system': 'Ag-Cd-In-K', 'num_sites': 10, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0004/postprocess/relaxed/relaxed_cifs/gen_56_relaxed.cif', 'relaxation_success': True, 'total_energy': -23.224136352539062, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 10.716140959105038, 'predicted_tensor': '[[12.210536548186441, 0.001311766188020933, 0.0039808373117958115], [0.001311766188020933, 8.857146297418502, 0.5454724260946823], [0.0039808373117958115, 0.5454724260946823, 11.080740031710176]]', 'volume': 249.6089586586244, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.2838590408949615, 'reward_raw': 0.8138031647145078, 'reward_final': 0.81380314, 'gate_reason': nan, 'reward_final_diversity': 0.81380314, 'diversity_penalty': False, 'selection_rank': 4, 'source_loop': 4}",K2CdIn2Ag5,"('Ag', 'Cd', 'In', 'K')",0.81380314,4
"{'structure_id': 'gen_36', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/input_cifs/gen_36.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/input_cifs/gen_36.cif', 'raw_valid': True, 'formula': 'Ca1 Yb1 Eu1 Tl1', 'chemical_system': 'Ca-Eu-Tl-Yb', 'num_sites': 4, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/relaxed/relaxed_cifs/gen_36_relaxed.cif', 'relaxation_success': True, 'total_energy': -17.05742645263672, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 10.68708483439548, 'predicted_tensor': '[[10.336723997198273, -0.00017542647489277063, 2.1880429600027437e-05], [-0.00017542647489277063, 10.632702543252856, 2.8488377169912085e-05], [2.1880429600027437e-05, 2.8488377169912085e-05, 11.091827962735305]]', 'volume': 134.49095363563552, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.3129151656045206, 'reward_raw': 0.8061638421682776, 'reward_final': 0.80616385, 'gate_reason': nan, 'reward_final_diversity': 0.80616385, 'diversity_penalty': False, 'selection_rank': 4, 'source_loop': 3}",CaYbEuTl,"('Ca', 'Eu', 'Tl', 'Yb')",0.80616385,3
"{'structure_id': 'gen_62', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0006/postprocess/input_cifs/gen_62.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0006/postprocess/input_cifs/gen_62.cif', 'raw_valid': True, 'formula': 'Tb2 Nd1 Dy1 Sc2', 'chemical_system': 'Dy-Nd-Sc-Tb', 'num_sites': 6, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0006/postprocess/relaxed/relaxed_cifs/gen_62_relaxed.cif', 'relaxation_success': True, 'total_energy': -31.091083526611328, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.351241087342004, 'predicted_tensor': '[[13.06244094056613, 0.15518309671528333, 0.19812957632488676], [0.15518309671528333, 13.240451445654603, 0.34958141251755426], [0.19812957632488676, 0.34958141251755426, 13.750830875805274]]', 'volume': 179.24657356210724, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.3512410873420038, 'reward_raw': 0.795939931030215, 'reward_final': 0.7959399, 'gate_reason': nan, 'reward_final_diversity': 0.7959399, 'diversity_penalty': False, 'selection_rank': 3, 'source_loop': 6}",Tb2NdDySc2,"('Dy', 'Nd', 'Sc', 'Tb')",0.7959399,6
"{'structure_id': 'gen_53', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/input_cifs/gen_53.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/input_cifs/gen_53.cif', 'raw_valid': True, 'formula': 'Pr5 Sm2 Ho2', 'chemical_system': 'Ho-Pr-Sm', 'num_sites': 9, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/relaxed/relaxed_cifs/gen_53_relaxed.cif', 'relaxation_success': True, 'total_energy': -42.21706008911133, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.37128538709098, 'predicted_tensor': '[[13.339862928817812, 0.0016308746023110455, 0.0013787946074142346], [0.0016308746023110455, 13.39275101322972, 0.013914734267586335], [0.0013787946074142346, 0.013914734267586335, 13.38124221922541]]', 'volume': 311.34200977224344, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.37128538709098, 'reward_raw': 0.7905289887407769, 'reward_final': 0.790529, 'gate_reason': nan, 'reward_final_diversity': 0.790529, 'diversity_penalty': False, 'selection_rank': 5, 'source_loop': 3}",Pr5(SmHo)2,"('Ho', 'Pr', 'Sm')",0.790529,3
"{'structure_id': 'gen_33', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0013/postprocess/input_cifs/gen_33.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0013/postprocess/input_cifs/gen_33.cif', 'raw_valid': True, 'formula': 'La4 Y3 Ho1', 'chemical_system': 'Ho-La-Y', 'num_sites': 8, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0013/postprocess/relaxed/relaxed_cifs/gen_33_relaxed.cif', 'relaxation_success': True, 'total_energy': -43.36311721801758, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.384984033231754, 'predicted_tensor': '[[13.15316207895099, 3.668659036023874e-06, 0.0011670133048087385], [3.668659036023874e-06, 13.464130189775025, -0.000496540326312399], [0.0011670133048087385, -0.000496540326312399, 13.537659830969245]]', 'volume': 275.38224639274245, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.3849840332317545, 'reward_raw': 0.786806763305904, 'reward_final': 0.7868067622184753, 'gate_reason': '', 'reward_final_diversity': 0.7868067622184753, 'diversity_penalty': False, 'selection_rank': 3, 'source_loop': 13}",La4Y3Ho,"('Ho', 'La', 'Y')",0.7868067622184753,13
